Sexe;LS;L1-2;L1-3;L1-4;L1-5;L1-6;L1-7;L1-8;L1-9;L1-10;L2-3;L2-4;L2-5;L2-6;L2-7;L2-8;L2-9;L2-10;L3-4;L3-5;L3-6;L3-7;L3-8;L3-9;L3-10;L4-5;L4-6;L4-7;L4-8;L4-9;L4-10;L5-6;L5-7;L5-8;L5-9;L5-10;L6-7;L6-8;L6-9;L6-10;L7-8;L7-9;L7-10;L8-9;L8-10;L9-10
1;39.4854;2.3696;5.7051;7.7658;7.2519;8.383;6.8147;3.3808;3.5766;10.4953;3.3683;5.5513;4.9121;6.4408;4.9569;2.712;3.1169;8.2149;3.5217;1.5469;3.818;2.8569;4.1147;4.4863;4.8722;3.2806;6.5244;6.1251;7.3484;7.7616;5.5927;3.2501;2.9813;5.4354;5.7637;3.388;1.5839;5.4265;5.5404;3.3708;3.8579;3.9976;4.5143;0.4327;8.1451;8.3718
1;38.8526;2.7611;6.1258;8.4913;7.8345;8.365;6.73;3.414;3.5872;10.9494;3.4316;5.7753;5.1624;6.4452;4.8972;3.1568;3.6179;8.4865;3.2633;1.7326;4.2556;3.3213;4.7804;5.2469;5.2199;2.9496;6.7515;6.3271;7.9314;8.4164;5.8451;3.8044;3.5765;6.1376;6.5607;3.6355;1.6351;5.3444;5.5263;3.6285;3.7683;4.0008;4.8112;0.4987;8.4757;8.7683
1;39.0806;3.1345;6.6828;9.3065;8.6567;9.3116;7.7967;3.8571;4.0234;12.0284;3.6026;6.2846;5.563;6.8704;5.4665;3.2998;3.84;9.092;3.832;1.9747;4.2582;3.4041;4.961;5.5239;5.564;3.1826;7.1123;6.8454;8.6202;9.2064;6.1598;3.9303;3.8165;6.7028;7.2281;3.836;1.5259;5.9483;6.2261;3.8282;4.4437;4.7535;5.0058;0.5944;9.2694;9.663
1;39.0984;2.9215;6.627999999999999;8.9097;8.3356;9.2776;7.5758;3.6377;3.8267;11.6997;3.8192;6.07;5.497000000000001;7.1216;5.5342;3.2558;3.7536;9.0173;3.8398;1.712;4.1936;3.2219;4.8828;5.3627;5.2297;3.372;7.2757;6.8514;8.3598;8.8827;6.204;3.9037;3.6619;6.4455;6.8915;3.7228;1.7105;6.0734;6.2668;3.7257;4.3858;4.6127;4.9564;0.5362;9.1118;9.433
1;39.3674;2.9574;6.4719;8.9813;8.211;8.9171;7.5569;3.6284;3.813;11.3605;3.6117;6.1157;5.3292;6.6612;5.4063;3.2192;3.6917;8.6301;3.9093;1.7403;3.8689;3.1101;4.7683;5.2178;5.0553;3.3911;6.9126;6.6879;8.4075;8.8939;5.9441;3.5221;3.4137;6.3221;6.7349;3.5035;1.3728;5.7842;5.9787;3.4813;4.4268;4.6448;4.5463;0.5025;8.7856;9.0811
0;37.1314;2.3816;5.5168;7.6863;6.9734;7.6581;6.1616;2.9389;3.1388;10.1058;3.2289;5.3578;4.649;5.9337;4.4949;2.7469;3.2284;7.9269;3.326;1.4726;3.5204;2.5841;4.2125;4.6734;4.7262;2.68;6.1368;5.7075;7.2907;7.789;5.2963;3.4585;3.1429;5.6036;6.0391;3.5006;1.4965;5.1165;5.3082;3.4777;3.6798;3.923;4.5213;0.514;8.0865;8.3948
1;36.1504;2.7045;6.0059;8.2368;7.5335;8.0823;6.809;3.2234;3.3144;10.4777;3.3510000000000004;5.604;4.8845;6.0497;4.85;2.9227;3.3234;7.9887;3.2223;1.5336;3.7903;3.0787;4.6519;5.0929;4.7584;2.8491;6.2908;6.0126;7.7034;8.1572;5.4185;3.4417;3.2691;5.9383;6.356;3.3715;1.2755;5.2961;5.5411;3.341;4.0525;4.3237;4.2884;0.4557;8.1981;8.5259
1;34.8369;2.4878;5.9568;8.1629;7.3638;7.8234;6.4231;3.2167;3.3710000000000004;9.9692;3.5396;5.7489;4.9273;5.9419;4.6229;2.9038;3.3377;7.6845;3.4726;1.4116;3.3968;2.7018;4.5538;4.9997;4.2234;2.9608;6.2755;6.0331;7.7534;8.2277;5.2889;3.3148;3.215;5.8457;6.2688;3.0638;1.4043;5.0966;5.325;3.059;3.7319;3.9966;4.1179;0.4816;7.7517;8.0687
0;38.9613;2.4936;6.1369;8.8009;7.9353;8.5158;7.0602;3.1061;3.2406;10.9858;3.7519;6.3504;5.5414;6.7603;5.3767;2.9423;3.3111;8.7686;3.8856;1.7989;4.0079;3.1431;4.7282;5.0903;5.0951;3.3807;7.0443;6.7141;8.3415;8.732999999999999;6.0169;3.6637;3.4823;6.3338;6.6655;3.5025;1.4580000000000002;5.7959;5.943;3.5137;4.3636;4.5343;4.5842;0.4031;8.7572;8.9934
1;44.7937;3.2917;7.2539;9.859;9.1949;10.0273;8.264;3.9082;4.0631;13.1679;4.0404;6.6315;5.9948;7.5784;5.9668;3.5395;4.0908;10.1436;3.7714;1.9543;4.7226;3.8264;5.5302;6.109;6.2012;3.3975;7.5246;7.2508;9.1032;9.7052;6.6805;4.1272;4.0279;7.144;7.681;4.3594;1.7833;6.6066;6.8947;4.336;4.8347;5.1486;5.7574;0.6101;10.3658;10.775
1;43.8064;3.3645;7.1885;9.8806;9.2781;10.0224;8.366;4.0133;4.2195;12.7663;3.9175;6.5988;6.0012;7.4812;5.9691;3.5452;4.1273;9.6712;4.0078;2.0912;4.5537;3.662;5.3109;5.8799;5.822;3.5172;7.5425;7.2829;9.0953;9.6995;6.5383;4.0266;3.9618;7.1122;7.6297;3.9203;1.676;6.4968;6.7437;3.9245;4.8318;5.1056;5.2421;0.6221;9.8453;10.2199
1;40.1179;3.3135;7.0314;9.5314;8.8834;9.9282;8.1555;3.9432;4.0947;12.6117;3.8588;6.2784;5.6669;7.48;5.7703;3.3462;3.811;9.5623;3.9107;1.86;4.4322;3.2041;4.8625;5.2999;5.7179;3.2486;7.3506;6.7503;8.4982;8.9752;6.2567;4.1056;3.6276;6.5769;6.98;4.0695;1.7733;6.3184;6.4716;4.0483;4.607;4.8057;5.2068;0.4975;9.6092;9.8905
1;35.9402;2.7835;6.1845;8.519;7.8337;8.2999;6.765;3.3433;3.4921;10.7394;3.4937;5.7926;5.1332;6.2395;4.7946;2.9818;3.4518;8.2126;3.4918;1.6495;3.6791;2.8375;4.5677;5.0391;4.7891;3.034;6.4207;6.1166;7.8374;8.3385;5.5769;3.3875;3.2759;6.0176;6.4535;3.3303;1.5366;5.3509;5.5708;3.3356;3.855;4.1160000000000005;4.5111;0.5128;8.2671;8.5849
1;43.5174;3.3680000000000003;7.2145;9.9936;9.3075;10.5198;8.4893;4.2327;4.4451;13.0482;4.0103;6.6885;6.0673;8.1341;6.207999999999998;3.8474;4.3972;10.0039;4.2988;2.0943;4.9892;3.6305;5.2706;5.8122;6.0178;3.7046;8.2008;7.5496;9.3218;9.8996;6.8251;4.4977;4.0226;7.1157;7.6111;4.1408;2.0311;6.7637;6.9659;4.1332;4.7952;5.0532;5.4544;0.5936;10.0318;10.3856
0;40.5739;2.6625;6.0045;8.3179;7.609;8.5737;7.0266;3.1724;3.3302;11.0139;3.4631;5.7044;5.0608;6.6823;5.2325;3.0197;3.4574;8.6021;3.5648;1.6061;4.0339;3.0911;4.5725;5.0021;5.1663;3.2156;6.7612;6.3613;7.8614;8.3229;5.7883;3.5503;3.2604;5.9689999999999985;6.3642;3.6537;1.5521;5.805;5.9872;3.6579;4.2758;4.4858;4.7638;0.472;8.8072;9.1015
1;45.5721;3.3678;7.4135;10.1667;9.5909;10.7868;9.0444;4.4882;4.6132;13.5761;4.1338;6.9307;6.3063;8.1715;6.5224;3.6642;4.1541;10.4215;4.4168;2.1789;4.9384;3.7867;5.1855;5.7304;6.3232;4.0642;8.2431;7.7348;9.3349;9.9043;7.1523;4.1793;3.8368;7.0124;7.5131;4.2578;1.7482;6.7593;7.0167;4.2416;5.0405;5.3308;5.4812;0.5727;10.2573;10.6428
0;43.2312;2.5668;6.1559;8.3754;7.9466;8.9263;7.405;3.3939;3.5484;11.4492;3.6789;5.8781;5.4469;7.0486;5.579;3.0334;3.4801;9.092;3.604;1.7936;4.2743;3.2306;4.6084;5.074;5.4535;3.139;7.079;6.5167;7.9122;8.4083;6.1796;3.9415;3.5356;6.2353;6.6696;3.863;1.5214;5.9256;6.1227;3.8317;4.4479;4.6819;4.8334;0.5029;9.0497;9.3696
1;41.9298;3.1988;6.9046;9.4013;8.6259;9.8353;8.0889;4.0713;4.2387;12.2355;3.7875;6.3127;5.4955;7.4103;5.7620000000000005;3.4188;3.9213;9.247;3.9439;1.7214;4.577;3.4822;4.9467;5.4579;5.5015;3.4826;7.6003;7.0984;8.6495;9.1913;6.2853;4.1281;3.7149;6.4329;6.9062;3.924;1.7495;6.1817;6.3881;3.9069;4.4698;4.7174;5.067;0.5523;9.2834;9.6306
1;46.0385;3.981;8.2368;10.9764;10.5004;11.5828;9.5954;4.8884;5.0248;14.7753;4.3685;7.0533;6.6506;8.6372;6.8003;4.1148;4.7322;11.1251;4.0091;2.2822;5.4270000000000005;4.2656;5.8348;6.5127;6.8342;3.6668;8.2828;7.8116;9.6905;10.3886;7.2478;4.6162;4.3546;7.6421;8.266;4.6610000000000005;1.9963;7.1389;7.4616;4.6628;5.1692;5.5335;6.1437;0.7057;11.059;11.5348
0;45.4263;3.0474;6.586;9.4553;8.6116;9.8443;7.8631;3.5059;3.7355;12.4662;3.6249;6.5005;5.6404;7.5587;5.7025;3.3058;3.8574;9.629;4.136;2.026;4.7787;3.5127;5.0995;5.6156;6.0356;3.5519;7.678;7.1982;8.999;9.5532;6.4353;4.1402;3.7769;6.8875;7.3562;4.1378;1.9898;6.8282;7.0286;4.1154;4.8638;5.1009;5.5173;0.5747;10.1073;10.4505
1;43.4399;3.2674;7.0694;9.9197;9.0369;10.0597;8.458;3.8736;4.0418;12.7672;3.8819;6.768;5.8416;7.5935;6.0804;3.4253;4.034;9.7342;4.2727;1.9679;4.7295;3.7105;5.2707;5.9081;5.9141;3.7539;7.9689;7.539;9.2748;9.9423;6.7371;4.2188;3.888;6.9886;7.5846;4.1139;1.6048;6.6335;6.9459;4.0872;5.0574;5.4071;5.2042;0.6729999999999999;9.9845;10.4438
1;41.7914;3.2259;6.9523;9.5898;8.8955;9.862;8.2313;4.073;4.2181;12.7414;3.8011;6.4953;5.7159;7.3956;5.8578;3.6047;4.0728;9.7195;4.136;1.9514;4.5691;3.5477;5.25;5.7485;5.9623;3.4671;7.7704;7.3216;9.1329;9.6521;6.7277;4.3034;3.9891;7.0122;7.4846;4.2702;1.6345;6.3678;6.619;4.2276;4.7783;5.0647;5.3905;0.5224;9.973;10.334
0;42.2824;2.8419;6.6301;9.4304;8.7511;9.5061;7.7538;3.6572;3.7765;12.3956;3.8744;6.6602;5.9919;7.3314;5.6717;3.3412;3.7346;9.7721;4.0727;2.1229;4.3219;3.2342;5.0888;5.5131;5.9457;3.5685;7.2472;6.886;8.9451;9.3883;6.4541;3.6787;3.5324;6.9201;7.3121;3.9589;1.7584;6.4283;6.6539;3.9502;4.7082;4.9622;5.3193;0.4476;9.8983;10.2041
0;40.4493;2.8474;6.6503;9.0469;8.4038;9.4912;7.8385;3.5683;3.7056;11.9723;3.8561;6.3471;5.5817;7.1965;5.6482;3.0860000000000003;3.5337;9.2522;3.9995;1.7768;4.1986;3.2384;5.0043;5.4667;5.4213;3.3342;7.2939;6.9437;8.6117;9.105;6.2009;3.9627;3.7332;6.69;7.1322;3.8885;1.6711;6.4482;6.6869;3.8402;4.7892;5.0479;5.0719;0.4974;9.5755;9.9217
0;44.7385;2.5627;6.1628;8.6527;8.0797;9.2568;7.4114;3.5533;3.7625;11.8097;3.6301;6.2565;5.5405;7.1313;5.4562;3.1064;3.5916;9.332;3.9493;1.9173;4.2741;3.3549;4.842;5.3373;5.7265;3.5135;7.1266;6.9899;8.5159;9.0408;6.2028;3.6184;3.6669;6.5222;6.9794;3.9007;1.9393;6.3927;6.6398;3.8875;4.4534;4.7069;5.4916;0.5318;9.6456;10.0038
0;41.2927;2.5254;6.2231;8.9951;8.0094;9.1177;7.1720000000000015;3.4579;3.6314;11.4407;3.7369;6.5785;5.5313;7.1113;5.3177;3.0328;3.4632;9.0498;3.995;1.7945;4.3083;3.3213;4.8366;5.276;5.3764;3.6034;7.1692;6.9965;8.6306;9.0957;5.9456;3.5921;3.5324;6.3207;6.7202;3.6482;1.9945;6.2052;6.4035;3.6226;4.2148;4.4302;5.1893;0.4757;9.1591;9.4635
1;38.4116;2.8423;6.2297;8.5415;7.9399;8.9631;7.2856;3.5076;3.6407;11.1788;3.4509;5.7988;5.1408;6.7410000000000005;5.1797;3.0349;3.469;8.4978;3.5663;1.7143;4.0918;3.1049;4.6126;5.0601;5.0785;2.991;6.7053;6.3515;7.9498;8.4216;5.5996;3.7194;3.4828;6.1649;6.5853;3.5460000000000003;1.6911;5.9116;6.1266;3.5173;4.2386;4.4795;4.7376;0.4784;8.7421;9.0653
0;43.2954;2.9866;6.9089;9.3788;8.7717;9.6808;8.0713;3.6083;3.8145;12.4453;3.956;6.5123;5.8261;7.3667;5.8344;3.1954;3.7337;9.6396;3.7318;1.8703;4.6878;3.7206;5.3905;5.9125;5.8165;3.3991;7.5656;7.1143;8.8564;9.4126;6.5459;4.1668;3.87;6.9769;7.4548;4.0844;1.6127;6.5435;6.7576;4.0773;4.9607;5.209;5.2201;0.5718;9.9296;10.2753
0;39.376;2.4158;5.9257;8.4456;7.7488;8.6702;6.9714;3.052;3.1706;10.8882;3.6204;6.0767;5.4251;6.8912;5.335;3.0273;3.419;8.6874;3.7855;1.8234;3.9962;3.0827;4.7381;5.1704;5.091;3.2692;6.7479;6.5456;8.2362;8.6869;5.699;3.4825;3.438;6.3867;6.7962;3.4139;1.7378;6.1879;6.4387;3.4035;4.4535;4.716;4.7689;0.4521;8.9687;9.305
0;45.4828;3.3089;7.2269;10.1484;9.381;10.29;8.4602;3.7717;3.9726;13.1212;4.0353;6.8764;6.2043;7.9067;6.2059;3.729;4.3695;10.1357;4.0012;2.1695;4.9156;3.8341;5.7237;6.3918;6.1773;3.5010000000000003;7.6789;7.3215;9.554;10.2456;6.5437;4.18;3.9728;7.5348;8.1547;4.1336;1.8384;7.0981;7.4524;4.1299;5.2869;5.6786;5.5025;0.7008;10.5648;11.0534
1;41.9801;3.3547;7.3595;10.0617;9.3452;10.1512;8.4646;4.1402;4.2674;13.0194;4.1107;6.7889;6.0683;7.6272;6.0333;3.4638;3.9595;9.9247;4.149;1.9889;4.5280000000000005;3.5054;5.1791;5.6949;5.8629;3.4924;7.7168;7.3016;9.0621;9.6092;6.6294;4.2244;3.9658;6.9797;7.461;4.1241;1.6888;6.3926;6.6231;4.1283;4.7367;5.0029;5.3505;0.5567;9.8711;10.2254
1;41.1507;3.1258;7.207000000000002;9.6728;9.0553;9.9802;8.1072;3.968;4.1798;12.7174;4.1355;6.6322;5.9693;7.5354;5.7882;3.3211;3.9067;9.7754;3.7117;1.8506;4.541;3.5523;5.301;5.877999999999999;5.7178;3.0663;7.3049;6.971;8.7901;9.4041;6.2139;4.2397;4.0603;6.9719;7.5088;4.0955;1.8878;6.4631;6.7041;4.0659;4.5933;4.8715;5.4859;0.636;9.8457;10.232
1;42.2137;3.3619;7.2072;10.1726;9.321;10.1525;8.408999999999999;3.9398;4.081;12.9242;3.9175;6.8793;6.0327;7.6588;6.0756;3.655;4.1526;9.8348;4.0193;2.1177;4.9122;4.0002;5.614;6.1388;6.028;3.3477;7.7456;7.5264;9.4986;10.0396;6.4714;4.4001;4.3008;7.4173;7.9079;4.1213;1.7674;6.752999999999999;7.0175;4.1073;4.9954;5.2805;5.4672;0.5479;10.1893;10.5668
1;37.2012;2.9929;6.8455;9.4845;8.6068;9.1689;7.6234;3.7514;3.8738;11.9182;3.9421;6.533;5.6896;6.8524;5.4204;3.1827;3.6271;9.1519;3.6981;1.7615;3.8485;3.0693;4.9195;5.3798;5.2636;3.0137;6.5134;6.4015;8.4587;8.9433;5.5969;3.5068;3.4901;6.4868;6.9149;3.6776;1.5588;5.8621;6.0929;3.6764;4.3194;4.5747;4.9469;0.4995;9.124;9.4443
0;42.9373;2.99;6.6538;9.2503;8.5449;9.1854;7.8048;3.457;3.565;11.9811;3.7032;6.3597;5.5952;6.8074;5.4827;3.0062;3.5218;9.1658;3.6816;1.8932;4.1516;3.2758;5.0488;5.6034;5.558;3.141;6.8238;6.4908;8.5305;9.1049;5.9894;3.683;3.4617;6.707000000000002;7.2297;3.8236;1.3812;6.1814;6.496;3.8028;4.8356;5.1811;4.8281;0.5783;9.4939;9.9095
0;42.1495;3.0919;6.7417;9.5989;8.6511;9.4134;7.9822;3.7235;3.8396;12.3989;3.724;6.6274;5.6191;6.9956;5.6449;3.1474;3.5501;9.4994;4.249;1.9097;4.1454;3.2554;4.8645;5.2672;5.8128;3.6525;7.3533;7.0589;8.8554;9.286;6.4554;3.7045;3.5057;6.5678;6.9388;4.057;1.4353;6.1148;6.2983;4.0525;4.7027;4.9084;5.1498;0.4397;9.657;9.931
1;41.153;3.5305;7.1642;10.0531;9.1887;9.9383;8.4963;3.998;4.0826;12.7794;3.7569;6.5967;5.775;7.3598;6.0402;3.6441;4.0714;9.574;4.1668;2.0274;4.5522;3.7176;5.2874;5.7469;5.8737;3.629;7.6637;7.4002;9.2534;9.729;6.5931;4.0353;3.8799;7.0176;7.4477;4.021;1.4509;6.4052;6.6473;4.0019;4.9706;5.2316;5.1101;0.4785;9.8448;10.1793
1;41.0836;3.0767;6.7628;9.1284;8.5533;9.5295;7.8947;3.8555;3.9998;11.9095;3.7497;6.1774;5.5327;7.1173;5.5617;3.2423;3.6961;9.0189;3.828;1.7906;4.2884;3.2536;4.9193;5.3802;5.3227;3.4535;7.2447;6.7717;8.4623;8.9528;6.1903;3.7915;3.4743;6.4709;6.8963;3.6772;1.6369;6.1345;6.3427;3.6428;4.5391;4.7829;4.7841;0.4984;9.133;9.4511
1;43.2213;3.5828;7.4148;9.8001;9.3872;10.6466;8.6153;3.9867;4.1268;13.0438;3.9238;6.2885;5.8961;7.9828;6.0852;3.475;3.98;9.7325;3.6357;1.9763;5.0998;3.8525;5.3883;5.8809;5.876;3.2559;7.7286;7.1318;8.7772;9.3006;6.4187;4.4731;4.0611;7.089;7.54;4.0457;2.036;7.0089;7.2;4.0331;4.9964;5.2198;5.3877;0.5383;10.048;10.3804
1;50.775;4.0557;8.3526;11.0399;10.7638;12.1333;10.0615;4.8268;5.0468;15.118;4.3305;7.1034;6.7729;9.0018;7.1469;4.1672;4.8199;11.3037;3.8392;2.4557;6.1121;5.0439;6.4074;7.07;7.1467;3.6515;8.7425;8.3641;10.1121;10.7957;7.4964;5.0931;4.9425;8.2656;8.8651;4.7878;2.123;7.88;8.1586;4.7781;5.7587;6.0542;6.3914;0.6987;11.7028;12.1487
1;50.3797;3.729;7.7187;10.8318;10.1105;11.2081;9.4029;4.5003;4.7755;14.5483;4.1160000000000005;7.1609;6.5057;8.6334;6.9612;4.2447;4.9201;11.1983;4.3402;2.3968;5.7122;4.5857;5.9644;6.632999999999999;7.1683;3.7121;8.8267;8.3381;10.1678;10.8638;7.6386;5.1146;4.7693;7.9553;8.5623;4.9897;1.8117;7.2478;7.4947;4.9338;5.4670000000000005;5.7579;6.2219;0.7172;11.3851;11.8063
0;47.3481;3.1232;6.8734;9.7948;8.9872;10.1447;8.3694;3.9532;4.148;12.9127;3.8192;6.7584;5.9435;7.8649;6.2078;3.5692;4.1503;10.0347;4.0956;2.1244;5.1702;4.0737;5.3032;5.9215;6.3056;3.6222;8.0988;7.6544;9.2515;9.8903;6.8034;4.4798;4.1521;7.0362;7.6056;4.3118;1.7856;6.6669;6.94;4.3254;4.9023;5.2109;5.5757;0.6463;10.1617;10.5914
1;50.2444;3.8039;8.1366;11.3174;10.56;11.6759;9.6551;4.6721;4.9201;14.8773;4.4213;7.5988;6.8604;8.8574;6.9679;4.2774;4.9411;11.3805;4.4894;2.4391;5.686;4.4504;6.2979;6.9718;7.0644;4.0024;8.8786;8.3861;10.624;11.3243;7.6073;4.8765;4.5635;8.266;8.8797;4.7734;2.0277;7.6526;7.9523;4.7613;5.6676;6.0152;6.2275;0.7159;11.6552;12.1093
0;47.8906;3.0795;7.4175;10.1526;9.4065;10.4839;8.7021;3.9362;4.0908;13.2855;4.3999;7.1836;6.3784;8.0733;6.402;3.6659;4.1602;10.3877;4.2626;1.9892;4.788;3.7807;5.9304;6.468;6.0524;3.721;8.0333;7.6771;9.8574;10.4166;6.8279;4.3144;4.0984;7.7057;8.2175;4.2399;1.7993;7.2802;7.5895;4.2409;5.5028;5.8364;5.5782;0.5612;10.8167;11.2323
1;49.4417;4.4225;8.9518;12.5893;11.6212;12.586;10.5942;5.0676;5.2096;16.1664;4.6674;8.2646;7.3513;9.3359;7.4726;4.3876;5.073;12.1482;5.1818;2.6856;5.8676;4.6125;6.393;7.1209;7.5681;4.6503;9.6516;9.1686;11.3515;12.1073;8.4057;5.0012;4.7113;8.607000000000001;9.274;5.0541;1.9944;7.9774;8.3266;5.0187;6.0185;6.4114;6.4971;0.7637;12.2565;12.7611
0;47.9305;3.2026;7.1917;10.2287;9.2865;10.2862;8.2575;4.0074;4.2346;13.0534;4.0537;7.1297;6.1512;7.8715;5.9809;3.6387;4.2033;10.0876;4.3335;2.099;4.9759;3.828;5.5963;6.155;6.1354;3.7878;8.1721;7.7835;9.7316;10.3205;6.8787;4.3881;4.1683;7.3678;7.8779;4.2102;2.0415;6.8477;7.0826;4.1674;4.8369;5.1134;5.6816;0.6048;10.3122;10.6821
1;47.6093;3.41;7.4552;10.366;9.8228;10.8592;9.1345;4.2809;4.5296;13.8095;4.1036;7.0415;6.5145;8.3178;6.7010000000000005;3.882;4.4866;10.6751;4.047;2.4254;5.4734;4.3988;5.8458;6.4481;6.7204;3.8769;8.2995;7.846;9.7617;10.3881;7.2244;4.4236;4.1571;7.6494;8.1795;4.3733;1.7328;7.1606;7.3988;4.3784;5.4557;5.73;5.6395;0.6458;10.8308;11.2123
1;50.1311;3.6998;7.9302;10.8375;10.2776;11.3721;9.4524;4.6853;4.9174;14.462;4.2867;7.2417;6.6393;8.5949;6.7674;4.2262;4.7796;11.0245;4.1532;2.3533;5.6667;4.4228;6.2373;6.7872;6.874;3.6114;8.6616;8.0554;10.2493;10.8212;7.4042;5.0514;4.6255;8.165;8.666;4.7345;1.9207;7.3641;7.5829;4.7118;5.5159;5.7841;6.0043;0.589;11.3054;11.661
0;47.2019;3.571;7.7647;10.8165;10.009;10.7877;9.134;4.1836;4.3513;13.8796;4.2799;7.3104;6.5109;8.1873;6.5335;3.8718;4.5712;10.6179;4.2175;2.2443;5.233;3.9751;6.0006;6.7693;6.4596;3.4048;8.3141;7.6155;10.0479;10.8356;7.0038;4.9092;4.3239;7.9876;8.72;4.5337;1.671;7.1258;7.5445;4.5192;5.5961;6.0887;5.4909;0.7917;10.9183;11.4943
0;49.2899;3.3076;7.6725;10.4379;9.8259;10.7138;8.7899;4.3261;4.5988;13.5897;4.4477;7.1906;6.5965;8.2945;6.4475;3.8345;4.533;10.5724;4.0238;2.1546;5.1919;3.9879;5.8167;6.5268;6.2563;3.4438;8.2064;7.6277;9.6546;10.399;6.9629;4.7642;4.3829;7.6628;8.3161;4.3625;1.924;6.8931;7.183;4.3301;5.0371;5.3972;5.6365;0.7659999999999999;10.4849;10.9493
0;47.8384;3.0835;7.0659;9.9319;9.1934;10.3264;8.732999999999999;4.1276;4.3578;13.1722;4.061;6.9338;6.1743;7.968;6.4659;3.7079;4.2879;10.2887;4.1898;2.1276;4.871;3.8484;5.4323;6.0331;6.2697;3.5337;7.8393;7.4542;9.4383;10.0665;6.6607;4.3103;4.0113;7.2809;7.8370000000000015;4.3104;1.6029;6.8401;7.1217;4.3179;5.2652;5.5808;5.4612;0.6401;10.4511;10.872
1;47.1685;3.4546;7.8653;10.8713;10.3511;11.7201;9.7679;4.7515;4.9745;14.6412;4.484;7.5694;6.9561;9.0257;7.2135;4.0993;4.6998;11.3885;4.7657;2.4859;5.5754;4.3879;5.9062;6.5451;6.955;4.2436;9.0936;8.6404;10.3947;11.0635;7.809;4.8502;4.6021;8.045;8.6337;4.6663;1.9826;7.6414;7.9357;4.6432;5.6717;5.994;6.1051;0.6754;11.4235;11.8702
1;47.6899;3.5923;7.7823;10.4156;9.9529;11.2209;9.4258;4.6685;4.9275;13.787;4.2191;6.9967;6.4077;8.3489;6.647;3.9654;4.6687;10.372;4.0765;2.1939;5.3855;4.2448;5.9859;6.7229;6.2824;3.9089;8.4052;7.8562;9.8569;10.62;7.0839;4.4962;4.1179;7.6685;8.3445;4.1806;1.8006;7.2396;7.5964;4.2056;5.4861;5.8945;5.4147;0.7713;10.6394;11.1616
0;48.7799;3.1283;7.2627;10.1606;9.4853;10.3999;8.7611;3.9217;4.1118;13.4086;4.2499;7.1003;6.4408;8.1513;6.5897;3.7399;4.3406;10.5653;4.3569;2.2267;4.9925;3.9234;5.6842;6.3348;6.3748;3.6237;8.3087;7.8173;9.7544;10.4314;7.1506;4.6867;4.3497;7.7153;8.3326;4.4587;1.6405;7.0528;7.3909;4.4532;5.4535;5.8312;5.5855;0.6805;10.7722;11.252
0;48.9327;3.3503;7.37;10.3982;9.5996;10.354;8.5361;3.9557;4.1876;13.5778;4.099;7.1367;6.3384;7.9129;6.2559;3.7886;4.3855;10.5316;4.3097;2.2398;5.0744;4.1306;5.8749;6.4669;6.5622;3.8328;8.3327;8.048;9.9673;10.589;7.3496;4.5019;4.4296;7.7533;8.2949;4.5172;1.8406;6.989;7.2531;4.4644;5.1614;5.4538;5.9349;0.6352;10.8691;11.2609
0;49.9942;3.3069;7.434;10.9212;9.6869;10.3358;8.5762;4.0061;4.2378;13.8221;4.2681;7.6593;6.5559;8.2683;6.5673;4.0995;4.6854;11.0041;4.7377;2.2886;5.5275;4.3651;6.0821;6.6847;6.9254;4.3205;9.2726;8.6706;10.6368;11.2634;8.0649;4.954;4.5287;7.8868;8.4365;4.8363;1.7618;6.8584;7.1023;4.8147;5.1899;5.4943;6.0054;0.6366;11.0377;11.4225
1;46.7519;4.0614;8.2129;11.5423;10.475;11.4489;9.5261;4.8248;4.9873;14.6691;4.2196;7.6031;6.4564;8.2934;6.5219;4.0779;4.6991;10.8425;4.6136;2.2677;5.2462;4.1557;5.9984;6.6524;6.6929;3.5841;8.5138;8.2152;10.4765;11.1508;7.0489;4.9429;4.7154;8.0271;8.6454;4.7376;1.9346;7.1917;7.5194;4.7308;5.2868;5.6541;6.1654;0.684;11.2045;11.6759
1;46.3582;4.0398;8.2721;11.4085;10.5259;11.5011;9.5673;4.7769;4.9459;14.7854;4.3335;7.4722;6.5761;8.5557;6.7282;4.2098;4.8773;11.0805;4.5710000000000015;2.2543;5.5199;4.3082;6.1164;6.8307;6.8444;3.9091;8.9967;8.4371;10.4874;11.2247;7.6452;5.0877;4.6825;8.0449;8.7164;4.8439999999999985;1.9341;7.2244;7.5695;4.8321;5.3532;5.7565;6.1569;0.743;11.2856;11.7935
1;48.4802;3.9688;8.2159;10.8791;10.3787;11.5877;9.8009;4.7777;4.9404;14.6881;4.3346;7.0222;6.4916;8.5719;6.8676;4.0554;4.6458;10.9832;4.178;2.1641;5.4001;4.2091;5.9491;6.5633;6.7144;3.7371;8.545;7.9272;9.8779;10.5197;7.3759;4.8079;4.3409;7.7827;8.353;4.7129;1.7869;7.3126;7.5921;4.7125;5.5822;5.9076;5.892;0.6502;11.1981;11.6277
