Sexe;LS;L1-2;L1-3;L1-4;L1-5;L1-6;L1-7;L1-8;L1-9;L1-10;L2-3;L2-4;L2-5;L2-6;L2-7;L2-8;L2-9;L2-10;L3-4;L3-5;L3-6;L3-7;L3-8;L3-9;L3-10;L4-5;L4-6;L4-7;L4-8;L4-9;L4-10;L5-6;L5-7;L5-8;L5-9;L5-10;L6-7;L6-8;L6-9;L6-10;L7-8;L7-9;L7-10;L8-9;L8-10;L9-10
1;48.1477;3.7277;8.3024;11.1323;10.6134;11.8932;10.0062;5.1966;5.5065;14.9098;4.6186;7.5422;6.9204;8.9025;7.1864;4.4716;5.1596;11.3575;4.2929;2.3114;5.5182;4.5434;6.4336;7.1341;6.8233;3.6418;8.5937;8.3323;10.564;11.292;7.3089;4.9521;4.8426;8.3837;9.0316;4.7299;1.9405;7.6018;7.9271;4.7018;5.6728;6.0283;6.2092;0.7463;11.5837;12.0639
0;53.8522;3.9275;8.4442;11.7076;10.9506;12.7391;10.4695;4.7129;4.9963;15.8032;4.5478;7.9262;7.045;9.6639;7.5551;4.2839;5.0306;12.0392;4.5218;2.5076;6.5117;5.1238;6.7801;7.5369;7.5854;3.5589;9.4834;8.9332;11.1417;11.9237;7.6042;5.9386;5.4615;9.0064;9.7189;5.3265;2.295;8.7518;9.0964;5.4269;6.4733;6.8529;6.9369;0.7964;12.8507;13.4027
0;53.9011;3.3252;8.0798;11.3356;10.1058;11.9264;9.8414;4.7367;4.9007;14.8306;4.808;8.1334;6.7987;9.4102;7.4634;4.3419;4.788;11.6755;4.7810000000000015;2.0806;6.0326;4.8269;6.57;7.0682;6.9366;3.5804;9.5626;9.096;11.1361;11.6487;7.4579;6.0358;5.5364;8.5436;9.0283;5.31;2.1128;8.0014;8.248;5.269;5.9110000000000005;6.1813;6.6315;0.5152;12.0361;12.417
0;49.0895;2.7861;7.1029;9.7811;9.0784;10.8779;8.8528;4.2559;4.4925;13.4937;4.3559;7.1319;6.3155;8.6563;6.7733;3.802;4.2437;10.8226;4.2489;1.9844;5.3515;4.192;5.7248;6.1532;6.5092;3.5823;8.4207;8.0104;9.7152;10.1741;7.0207;4.8605;4.5155;7.5004;7.897;4.7155;2.0841;7.4357;7.5932;4.5512;5.3577;5.5312;6.0624;0.4751;11.0037;11.2869
0;59.4707;3.7671;8.8467;12.2119;11.6087;13.149;10.5945;4.8695;5.2046;16.4095;5.1617;8.5553;7.8964;10.2602;7.8768;4.3694;5.0455;12.8742;5.0287;2.7683;6.377999999999999;4.8643;6.8297;7.4379;7.7798;4.1092;9.9321;9.3626;11.5603;12.2215;8.3199;5.8229;5.4927;9.3528;9.9035;5.3422;2.5843;8.9657;9.1517;5.3358;6.3972;6.6182;7.1871;0.7039;13.1541;13.5268
0;48.9127;3.1532;7.3829;10.035;9.4945;11.0083;9.1633;4.2222;4.4455;13.7818;4.2494;7.0707;6.3513;8.4282;6.7206;3.6098;4.1398;10.7276;4.1581;2.1179;5.3491;4.3137;5.7928;6.3236;6.5446;3.4864;8.3784;8.0129;9.6812;10.2425;7.0216;4.8947;4.6442;7.7032;8.1997;4.6422;1.8939;7.4634;7.6914;4.6439;5.5722;5.8143;6.0258;0.5727;11.1208;11.4938
0;47.8892;3.0780000000000003;7.3384;10.1794;9.5649;10.4057;8.2716;4.0718;4.3314;13.5789;4.3259;7.2198;6.5136;7.94;5.981;3.7777;4.2881;10.6557;4.3991;2.2648;4.5634;3.5168;5.8646;6.3352;6.3598;3.4101;7.831;7.6399;9.9596;10.4703;6.8761;4.4215;4.49;8.0142;8.4554;4.468;2.1832;7.2064;7.4183;4.4746;5.0398;5.2795;6.2671;0.5336;11.1342;11.4501
0;53.6944;3.642;8.5765;11.7033;11.0224;12.6739;10.1968;4.7916;5.0644;15.8446;4.9978;8.2244;7.4262;9.7579;7.4197;4.2279;4.8975;12.3647;5.0016;2.4486;5.8896;4.3627;6.6222;7.292000000000002;7.4047;4.3471;9.5437;8.9247;11.2441;11.9578;8.0633;5.2024;4.7864;8.8169;9.4397;5.1339;2.4974;8.6671;8.9774;5.147;6.2024;6.5566;6.9141;0.7273;12.779000000000002;13.2583
0;52.9206;3.3416;7.7858;10.5799;9.901;11.7397;9.7159;4.292;4.5616;15.1357;4.5258;7.2938;6.6183;9.2968;7.3815;4.1281;4.7774;11.9981;4.0156;2.119;6.0247;4.6977;6.3383;7.0059;7.5121;3.1786;8.7489;8.097999999999999;10.168;10.8614;7.3737;5.5895;4.9713;8.2485;8.8814;5.5787;2.0323;8.1486;8.4458;5.6136;6.1496;6.4864;6.9029;0.7069;12.5558;13.0431
0;55.8445;3.7193;8.2357;11.7227;10.5675;12.444;10.58;4.9264;5.1588;15.6529;4.5869;8.118;6.8816;9.5587;7.8204;4.521;5.0752;12.1062;4.8921;2.357;6.0829;4.8818;6.5675;7.1362;7.5472;3.6687;9.3051;8.8894;11.3099;11.8993;7.4765;5.7046;5.2291;8.7303;9.2704;5.4841;1.8869;8.4079;8.6717;5.4215;6.5427;6.8312;6.6847;0.6017;12.7217;13.1352
0;51.9828;3.7549;8.1704;11.3025;10.5613;11.6265;9.8351;4.2669;4.5822;14.6751;4.4843;7.6346;6.8538;8.8075;7.0623;3.9247;4.7161;11.1805;4.3678;2.3943;5.6732;4.4026;6.3402;7.0899;6.8057;3.3956;8.764;8.1194;10.5008;11.2932;7.2228;5.3688;4.8242;8.5342;9.2322;4.7854;1.793;7.8932;8.1907;4.7797;6.1749;6.5362;5.8585;0.8257;11.7059;12.205
0;49.154;3.3336;7.5157;10.5147;9.5493;10.899;8.811;4.1159;4.2818;13.7692;4.2463;7.2819;6.2346;8.2896;6.4269;3.6566;4.1823;10.5934;4.3177;2.0980000000000003;5.0867;4.1077;5.7467;6.2925;6.3766;3.055;8.09;7.9889;9.8478;10.4187;6.5196;5.0703;4.9895;7.7792;8.3078;4.7149;2.1716;7.3769;7.6476;4.6533;5.2055;5.4809;6.3423;0.58;11.0708;11.4803
0;49.5648;3.282;7.5291;10.8274;9.6199;10.4834;9.0104;4.2245;4.5295;13.7;4.3309;7.6278;6.377000000000002;8.0556;6.7544;3.8424;4.6215;10.6539;4.6103;2.1259;4.9774;4.3346;5.8178;6.6203;6.3892;3.4073;8.4368;8.4196;10.2458;11.0831;6.91;5.0436;5.0483;7.8281;8.5961;4.7279;1.5365;6.8517;7.2311;4.7403;5.3153;5.7038;5.9869;0.8542;10.864;11.4322
0;51.0886;3.3313;7.5309;10.6844;10.0147;11.7958;9.3408;4.4702;4.6822;14.7263;4.2334;7.5138;6.6981;9.1016;6.8264;3.8078;4.3163;11.5058;4.5419;2.4972;5.8844;4.396;5.7855;6.2953;7.3077;3.5303;8.8135;8.3357;10.1551;10.6902;7.2816;5.2988;4.9448;8.0537;8.526;5.0553;2.5078;7.9822;8.183;5.0389;5.4807;5.7019;6.8367;0.5501;11.863;12.2137
1;49.1457;3.7739;8.3949;11.3317;10.765999999999998;12.0347;10.1537;4.9959;5.2425;15.2487;4.6923;7.6485;7.0372;9.1593;7.3685;4.4675;5.1119;11.7069;4.3089;2.3786;5.7829;4.561;6.5315;7.2075;7.0943;3.4004;8.86;8.2856;10.6739;11.3731;7.4486;5.4596;5.0061;8.6527;9.2907;5.0515;1.8836;7.8084;8.1287;5.0531;5.9883;6.3587;6.292000000000002;0.7111;11.9905;12.4715
0;44.3725;3.4118;7.6471;10.2186;9.7958;11.1577;9.055;4.1987;4.3841;13.4257;4.248;7.0131;6.3967;8.2617;6.3204;3.4922;4.1542;10.1097;4.018;2.1492;5.118;3.9996;5.8835;6.5915;5.9535;3.5743;7.9473;7.6237;9.618;10.3513;6.5501;4.3753;4.2508;7.7516;8.4197;3.95;2.1568;7.6331;8.0366;3.9445;5.4795;5.9026;5.5551;0.7367;10.6595;11.2099
1;51.1761;4.3708;8.6268;12.3265;11.2637;12.1737;10.4288;5.0699;5.1652;15.7936;4.3451;8.0742;6.9403;8.8252;7.2795;4.3775;4.8897;11.6955;5.022;2.6506;5.6328;4.7227;6.3147;6.8758;7.4076;3.7185;9.1016;8.9833;11.2098;11.7836;7.622999999999998;5.3887;5.3407;8.7289;9.2643;5.1752;1.7866;7.7007;8.0023;5.1960000000000015;5.9166;6.2294;6.6227;0.5774;12.1526;12.5716
0;51.4765;3.071;7.2617;10.4218;9.4855;11.2462;9.3897;4.5728;4.8513;14.3769;4.2429;7.5459;6.4413;8.772;7.1169;3.9481;4.4991;11.4298;4.9607;2.2393;5.4073;4.4584;5.5835;6.1272;7.2076;4.1685;8.9705;8.863;10.2902;10.8704;7.7944;4.8307;4.7689;7.5866;8.0864;5.1734;1.9973;7.4614;7.6703;4.8722;5.4694;5.6732;6.5413;0.5957;11.5193;11.8721
0;53.0987;3.3571;7.954;11.1295;10.3681;11.67;9.3896;4.5875;4.8;14.6186;4.6691;7.8698;7.0632;9.0462;7.0037;4.0766;4.6106;11.4584;4.6347;2.417;5.4692;4.4032;6.1385;6.6898;6.8443;3.7943;8.6863;8.5822;10.5637;11.1421;7.2698;4.8974;4.9738;8.2894;8.8012;4.6715;2.3853;7.8229;8.0784;4.6383;5.4377;5.6999;6.5747;0.5916;11.6222;12.0086
1;47.1071;3.9212;8.2512;11.4826;10.8581;11.4193;9.9035;4.6639;4.8676;15.1325;4.4413;7.6737;6.9946;8.4154;7.0525;3.9858;4.6253;11.4936;4.8169;2.6296;5.029;4.2353;5.9137;6.5441;7.0989;3.7493;8.6458;8.4917;10.464;11.1348;7.7578;4.9094;4.9351;8.3721;8.9595;4.9349;1.5483;7.2751;7.5559;4.9432;5.7287;6.0237;6.2367;0.6888;11.6597;12.0759
0;54.1139;3.7553;8.3959;11.9172;10.9223;12.7689;10.3459;4.9192;5.1383;15.2239;4.7408;8.3237;7.2178;9.7892;7.6471;4.4162;4.9572;11.6499;5.4403;2.5546;5.9063;4.674;6.4074;6.9489;6.9185;4.4022;9.6838;9.563;11.5236;12.0995;7.6306;5.3158;5.2842;8.7751;9.2832;4.6553;2.5679;8.7015;8.9532;4.6846;6.1364;6.3861;6.6419;0.5865;12.1641;12.5591
0;46.948;3.111;7.465;10.464;9.754;11.319;9.271;4.333;4.565;13.655;4.368;7.587999999999999;6.647;8.611;6.63;3.314;3.849;10.598;4.625;2.305;5.1320000000000014;3.693;5.403;5.9129999999999985;6.261;3.78;8.238;7.681;9.75;10.304;6.6610000000000005;4.481;4.005;7.526;7.991;4.157;2.0580000000000003;7.582999999999998;7.779;4.16;5.557;5.789;5.502999999999999;0.579;10.718;11.061
1;52.39;4.505;9.155;12.546;11.822;13.021;10.867;5.349;5.494;16.447;4.737;8.176;7.372999999999998;9.395;7.4689999999999985;4.412;5.0539999999999985;12.17;4.952;2.673;5.672999999999999;4.547;6.502000000000002;7.183;7.4689999999999985;3.963;9.028;8.863999999999997;11.243;11.95;7.741;5.0680000000000005;5.066;8.905;9.545;5.067;2.214;8.326;8.689;5.017;6.113;6.492000000000001;6.818;0.715;12.573;13.075
1;48.351000000000006;4.1610000000000005;8.392999999999999;11.825;10.911;11.421;9.934;4.566;4.737;15.050999999999998;4.419;7.707999999999998;6.924;8.48;7.138;4.1560000000000015;4.824;11.364;4.76;2.522;5.169;4.354;6.0360000000000005;6.705;7.018;4.019;8.673;8.48;10.595;11.298;7.701;4.6560000000000015;4.61;8.225;8.836;4.763;1.501;7.282;7.586;4.744;5.789;6.114;5.97;0.721;11.492;11.931
0;58.916;3.942;9.141;12.219;11.695;13.067;11.054;5.16;5.516;16.55;5.282;8.427999999999999;7.797999999999999;9.978;8.073;4.541;5.271;12.798;5.089;2.5780000000000003;5.966;4.704;6.955;7.619;7.5470000000000015;4.222;9.874;9.303;11.629;12.356;8.294;5.654;5.272;9.35;9.964;5.2860000000000005;2.023;8.69;8.929;5.573;6.702000000000001;6.984;6.934;0.763;13.203;13.639
0;47.11600000000001;3.233;7.381;10.12;9.553;10.517;8.613999999999999;4.057;4.24;13.574000000000002;4.211;6.99;6.37;7.99;6.181;3.5610000000000004;4.133;10.533;4.11;2.171;4.851;3.669;5.604;6.2;6.385;3.489;7.852;7.37;9.465;10.091;6.8679999999999986;4.363;4.081;7.537000000000001;8.094;4.415;1.907;7.026;7.322999999999999;4.417;5.1610000000000005;5.501;5.812;0.634;10.772;11.2
1;49.426;4.205;8.863999999999997;11.966;11.148;12.652;10.808;5.2429999999999986;5.449;15.489;4.703;7.954;6.976;9.252;7.627999999999999;4.4060000000000015;5.14;11.461;4.755;2.285;5.805;4.95;6.644;7.437;6.837999999999999;4.057;9.27;9.152;11.156;11.973;7.561;5.224;5.18;8.627;9.38;4.77;1.938;8.162;8.593;4.757;6.224;6.66;6.277;0.821;11.953;12.556
0;51.757;3.962;8.237;11.586;10.816;11.579;9.708;4.494;4.691;14.89;4.362;7.769;6.902;8.493;6.757999999999999;3.979;4.596;11.18;4.925;2.593;5.198;4.092;6.131;6.733;6.876;3.907;8.832;8.49;10.77;11.41;7.619;4.928;4.784;8.541;9.104;4.7;1.882;7.67;7.9529999999999985;4.689;5.811;6.125;6.129;0.654;11.683;12.098
1;55.738;4.735;9.764;13.635;12.864;14.201;11.697;5.792000000000002;6.0920000000000005;17.449;5.067;9.1;8.177999999999999;10.32;8.013;4.631;5.398;12.93;5.4060000000000015;3.111;6.5760000000000005;5.127000000000002;7.068;7.7970000000000015;7.994;4.7010000000000005;10.127;9.757;12.315;13.081;8.496;5.428;5.3;9.622;10.261;5.075;2.54;9.092;9.366;5.05;6.566;6.876;6.992000000000001;0.805;13.216;13.668
1;51.115;4.21;8.443;11.671;11.039;12.113;10.007;4.825;5.0;15.47;4.339;7.55;6.92;9.034;7.155;4.542;5.091;11.606;4.556;2.596;5.916;4.792;6.557;7.1179999999999986;7.354;3.777;9.143;8.806000000000003;10.946;11.526;7.832000000000002;5.367000000000001;5.239;8.796;9.318;5.051;2.141;7.962999999999999;8.225;5.0139999999999985;5.832999999999998;6.117000000000001;6.6629999999999985;0.589;12.165;12.556
1;46.715;3.656;7.809;10.683;10.101;10.895;9.324;4.9110000000000005;5.166;13.91;4.172;7.218;6.452000000000001;7.92;6.495;3.855;4.425;10.403;4.216;2.303;5.074;4.296;5.7;6.246;6.358;3.301;8.203;8.027000000000001;9.788;10.361;6.957999999999998;4.904;4.872;7.742000000000001;8.24;4.467;1.611;6.575;6.76;4.466;4.9689999999999985;5.175;5.737;0.603;10.406;10.732
0;45.363;3.184;7.362;10.841;9.507;10.467;8.499;3.9;4.187;13.565;4.263;7.761;6.351;7.991;6.222;3.5860000000000003;4.339;10.558;4.913;2.216;4.687;3.764;5.687;6.44;6.317;3.5410000000000004;8.241;8.242;10.338;11.136;6.7;4.734;4.763;7.848;8.575;4.572;2.035;7.202000000000001;7.588999999999999;4.572;5.166;5.5710000000000015;6.222;0.8140000000000001;11.036;11.593
0;58.142;3.555;8.486;11.788;10.943;12.763;10.193;4.72;5.024;15.809;5.053;8.304;7.461;10.143;7.78;4.418;5.061;12.501;4.9289999999999985;2.478;6.251;4.798;6.641;7.254;7.476;3.872;9.713;9.229;11.287;11.944;7.8439999999999985;5.857;5.49;8.948;9.52;5.323;2.622;8.763;8.985;5.354;6.149;6.397;7.198;0.685;12.821;13.233
0;49.101000000000006;3.397;7.678;11.133;9.94;11.349;8.942;4.211;4.346;14.204;4.291;7.973;6.545;8.491;6.28;3.576;4.033;10.888;4.862;2.279;5.394;4.166;6.037000000000001;6.52;6.6720000000000015;3.76;8.744;8.567;10.678;11.179;6.99;5.025;4.907;8.157;8.619;4.688;2.475;7.837999999999999;8.094;4.69;5.3660000000000005;5.635;6.573;0.504;11.547;11.917
1;49.928;3.78;8.773;12.2;11.048;11.508;10.102;4.838;4.9289999999999985;15.407;5.089;8.484;7.343;8.648;7.289;4.015;4.593;11.94;4.788;2.276;5.056;4.186;6.273;6.9460000000000015;6.98;3.838;8.72;8.392999999999999;10.862;11.557;7.641;4.882;4.634;8.318999999999999;8.96;5.044;1.406;7.1370000000000005;7.505;5.034;5.782;6.189;6.0760000000000005;0.701;11.672;12.162
0;55.097;3.894;8.902000000000003;11.962;11.184;12.861;10.561;4.853;5.075;16.226;5.09;8.195;7.322;9.868;7.763;4.408;5.0539999999999985;12.532;4.845;2.336;6.09;4.8610000000000015;6.912000000000001;7.579;7.48;3.721;9.725;9.291;11.387;12.088;8.023;6.011;5.683;9.154;9.798;5.575;2.346;8.732999999999999;9.056;5.5779999999999985;6.393;6.738;7.262;0.71;13.115;13.614
1;46.968;4.048;8.466000000000001;11.696;10.831;12.179;10.179;4.698;4.926;15.234000000000002;4.497;7.774;6.8260000000000005;9.052;7.24;4.105;4.875;11.409;4.704;2.379;5.716;4.62;6.301;7.087999999999999;6.9620000000000015;3.667;9.051;8.75;10.765999999999998;11.588;7.369;5.393;5.175;8.504;9.251;4.92;2.039;8.042;8.421;4.957;6.0070000000000014;6.408;6.448;0.835;11.953;12.529000000000002
0;50.74800000000001;2.967;7.569;10.537;10.017;11.762;9.068;4.522;4.666;14.625;4.617;7.789;7.053;9.199;6.6320000000000014;3.828;4.266;11.712;4.675;2.4730000000000003;5.518;3.83;6.011;6.5310000000000015;7.122000000000001;3.786;8.652000000000001;8.071;10.405;10.938;7.372000000000001;4.877;4.529;8.286;8.786;4.878;2.736;8.202;8.516;4.754;5.502000000000002;5.847;6.765;0.5329999999999999;12.026;12.444
1;47.551;3.938;8.482999999999999;11.875;10.89;12.026;9.885;4.813;5.029;14.761;4.671;8.081;6.9929999999999986;8.855;6.983;3.837;4.415;11.018;5.306;2.497;4.947;3.973;5.716;6.228;6.349;3.971;8.787;8.846;10.644;11.218;7.0939999999999985;4.828;5.016;8.152000000000001;8.633;4.338;2.256;7.7;7.886;4.3889999999999985;5.452000000000001;5.63;6.239;0.609;11.179;11.515
1;39.0164;2.9560000000000004;6.5286;8.7021;8.4546;9.1243;7.5444;3.7863;3.9751;11.7074;3.6036;5.9204;5.5099;6.7121;5.2012;3.0103;3.4697;8.8801;3.639;1.9455;4.0623;3.0783;4.6958;5.124;5.3402;3.0199;6.9313;6.4654;8.0466;8.5142;6.1566;3.9308;3.7085;6.5051;6.8994;3.7416;1.5818;5.7793;5.9338;3.7113;4.2408;4.4346;4.8613;0.4861;8.9536;9.2177
1;37.7963;2.886;6.3839;9.0006;8.3308;8.7747;7.2875;3.5532;3.6976;11.3068;3.5334;6.2152;5.4662;6.4642;5.0992;3.0886;3.6341;8.5833;3.6402;1.9512;3.9297;3.1915;4.891;5.4869;5.1433;2.8199;6.557;6.4501;8.3922;9.0047;5.596;3.7376;3.7783;6.6627;7.2305;3.5164;1.5102;5.7722;6.1216;3.5073;4.274;4.6489;4.7372;0.6165;8.8558;9.3053
0;39.5412;2.7678;6.1354;8.3964;7.8944;8.5178;7.1015;3.3363;3.5198;11.0626;3.4489;5.6828;5.1885;6.5247;5.1135;3.1071;3.6014;8.5445;3.3359;1.7602;4.0981;3.0468;4.7382;5.2304;5.1738;2.7513;6.6566;6.0457;7.883999999999999;8.4029;5.7528;3.909;3.4405;6.3223;6.7816;3.6839;1.4286;5.6116;5.8229;3.6721;4.3026;4.5734;4.5336;0.5315;8.7258;9.0552
0;36.6429;2.2827;5.4316;7.7638;6.9518;7.6731;6.2207;2.9028;3.1143;9.9776;3.2041;5.5441;4.7063;5.9356;4.5532;2.5231;3.0506;7.8478;3.3227;1.5251;3.5735;2.6997;4.0565;4.5659;4.6888;2.66;6.0192;5.7167;7.2025;7.7485;5.0581;3.369;3.1352;5.465;5.9386;3.3618;1.4553;5.1042;5.3061;3.3473;3.6745;3.9183;4.3999;0.5683;7.9003;8.2356
1;36.3761;2.7181;6.2792;8.6492;7.9447;8.5711;7.2401;3.4332;3.5564;11.1149;3.5977;6.0494;5.2537;6.3938;5.1492;2.8446;3.3049;8.5411;3.6015;1.6668;3.7979;3.0874;4.6389999999999985;5.1299;5.02;3.0574;6.5942;6.3844;8.0022;8.5178;5.7108;3.5369;3.4416;6.14;6.6031;3.5522;1.3432;5.562;5.8163;3.5494;4.2307;4.5065;4.5997;0.5209;8.6342;8.9888
0;36.9753;2.3495;5.7151;8.1015;7.4421;7.7907;6.3661;3.0313;3.194;10.1776;3.3931;5.8225;5.1189;5.9671;4.5863;2.5949;3.0787;7.9934;3.2489;1.7276;3.6976;2.8414;4.3826;4.8863;4.7514;2.6468;6.1086;5.7810000000000015;7.5029;8.0289;5.2683;3.4634;3.2952;5.9056;6.3725;3.2789;1.4247;5.1288;5.3629;3.2502;3.7558;4.0372;4.3015;0.5388;7.9647;8.3026
0;39.2394;2.7069;6.2652;8.7178;8.0193;8.6307;7.0301;3.3341;3.4360000000000004;11.0549;3.6714;6.0303;5.4009;6.7285;5.1785;3.0699;3.5593;8.6298;3.3988;1.7556;4.0613;3.0319;4.7011;5.257999999999999;5.0243;2.6682;6.5364;6.0862;7.9516;8.5254;5.4106;3.869;3.5374;6.2974;6.829;3.5372;1.6015;5.6611;5.9595;3.5778;4.1276;4.4771;4.6422;0.5779;8.6267;9.0451
0;39.0698;2.3587;5.7451;7.7609;7.3283;8.0369;6.4826;2.9323;3.1289;10.4375;3.4564;5.4232;5.046;6.379;4.885;2.8885;3.4396;8.3172;2.835;1.5899;4.0281;3.0771;4.6864;5.2757;4.9725;2.458;6.0999;5.6334;7.3753;7.9841;5.2897;3.6427;3.3321;6.0387;6.5933;3.5255;1.5543;5.5562;5.8579;3.5041;4.0563;4.4097;4.5798;0.6163;8.4944;8.9227
1;38.3828;3.0454;6.5451;9.0875;8.4455;9.0096;7.4854;3.4974;3.6101;11.6767;3.5541;6.1448;5.4383;6.6297;5.211;3.0503;3.483;8.8264;3.7084;1.9023;4.0471;3.2004;4.8895;5.3306;5.3466;3.034;6.8222;6.5648;8.3813;8.8451;5.9293;3.7889;3.693;6.6225;7.0368;3.7092;1.5326;5.9483;6.17;3.6897;4.4349;4.6799;4.8826;0.4709;9.1414;9.454
0;35.3679;2.1844;5.3549;7.5201;6.8857;7.4619;6.1277;2.9410000000000003;3.0907;9.5236;3.2152;5.4129999999999985;4.7381;5.785;4.5237;2.6612;3.0688;7.4949;3.2386;1.531;3.4675;2.7193;4.2078;4.6413;4.3585;2.774;5.9792;5.7145;7.2477;7.7019;5.0902;3.2053;3.0786;5.5653;5.9723;3.0235;1.3411;4.9986;5.2201;3.0093;3.6846;3.9353;4.0127;0.4591;7.5653;7.8755
1;39.052;3.2294;6.796;9.3398;8.2329;8.9182;7.292000000000002;3.3914;3.5599;11.9095;3.6387;6.1722;5.0494;6.4831;4.9328;3.1311;3.7031;8.8987;3.5537;1.4463;3.9665;3.0505;5.1559;5.7062;5.3203;2.7708;6.6698;6.3365;8.5114;9.0934;5.5994;3.9327;3.6044;6.5206;7.0489;4.1087;1.6264;5.9358;6.204;4.0823;4.3709;4.691;5.2436;0.6005;9.4792;9.872
0;39.5969;2.3276;5.7559;8.1926;7.5081;8.0194;6.7656;3.0513;3.1745;10.5953;3.4783;5.9316;5.2225;6.2441;5.0425;2.7323;3.1479;8.4419;3.4818;1.7523;3.7441;2.9731;4.4586;4.9147;5.0488;2.9016;6.3656;6.0787;7.7506;8.2259;5.5908;3.4645;3.2972;6.0289;6.457999999999998;3.5086;1.2556;5.3992;5.6385;3.5018;4.1722;4.438;4.4456;0.4795;8.4648;8.7937
0;36.3138;2.381;5.6499;7.7308;7.0598;7.7181;6.2657;2.8424;2.9738;9.7503;3.3615;5.3843;4.7411;5.9637;4.5724;2.5909;3.03;7.5761;3.132;1.4201;3.4282;2.5609;4.2258;4.6677;4.2542;2.5117;5.8242;5.4722;7.1094;7.5828;4.8152;3.3165;3.0586;5.5718;5.9928;3.0756;1.4527;5.2076;5.419;3.0577;3.7926;4.0408;4.0624;0.4845;7.6984;8.0159
0;37.5207;2.3835;5.7395;7.8366;7.2569;7.968;6.7317;2.9445;3.1323;10.2584;3.4273;5.5007;4.9292;6.1532;5.0017;2.732;3.2463;8.0487;3.1659;1.5189;3.5608;2.8831;4.4504;4.9683;4.6623;2.6546;5.9305;5.7278;7.3787;7.9289999999999985;5.0938;3.2774;3.158;5.8395;6.3272;3.3029;1.2502;5.4799;5.7433;3.3029;4.238;4.5218;4.2639;0.5621;8.2756;8.6504
1;39.3173;2.7972;6.4322;8.8249;8.1401;8.8084;7.3509;3.5209;3.715;11.4269;3.6938;6.1125;5.3946;6.657;5.2749;2.9663;3.4529;8.8238;3.603;1.7080000000000002;3.9931;3.1454;4.7039;5.1586;5.2075;3.1171;6.7784;6.4477;8.0795;8.5726;5.8820000000000014;3.6614;3.4658;6.2098;6.6223;3.6756;1.4604;5.6659;5.8285;3.674;4.2331;4.4299;4.7598;0.5179;8.8164;9.0954
1;38.8947;2.8759;6.5665;9.0294;8.3511;9.3726;7.5237;3.6878;3.8803;11.8857;3.7294;6.292000000000002;5.4988;7.0292;5.2889;3.0822;3.6534;9.128;3.8232;1.7904;4.1897;3.1211;4.8822;5.4718;5.437;3.2030000000000003;7.0145;6.6522;8.4501;9.0725;5.9525;3.8176;3.5983;6.5127;7.0677;3.8261;1.8624;6.2026;6.4987;3.8063;4.3662;4.7033;5.1891;0.6313;9.3619;9.7912
1;39.6364;3.0736;6.6674;9.3147;8.6313;9.4212;7.9661;3.8518;3.9923;11.9564;3.6712;6.3696;5.6139;7.0206;5.6195;3.29;3.764;9.0803;4.1263;1.966;4.1773;3.1757;4.8492;5.3452;5.4471;3.5621;7.3256;6.8797;8.7126;9.2353;6.3148;3.7636;3.4592;6.6029;7.0646;3.6916;1.4552;6.065;6.3117;3.6871;4.6659;4.9508;4.6955;0.5279;9.2034;9.5551
1;35.8969;2.6421;5.9694;8.4581;7.7382;8.2833;7.0113;3.3861;3.564;10.7079;3.3916;5.8839;5.1415;6.2859;5.0535;3.0095;3.4978;8.2677;3.5321;1.7716;3.8222;2.9694;4.5276;5.0291;4.9457;2.8303;6.4495;6.0853;7.9143;8.4391;5.4860000000000015;3.6192;3.3507;6.1191;6.5871;3.4446;1.2722;5.3646;5.6005;3.4323;4.1543;4.4338;4.3069;0.5365;8.3379;8.6804
0;40.291;2.5982;5.9043;8.2141;7.5597;7.9973;6.5423;2.9746;3.1044;10.356;3.3886;5.6483;5.0408;6.1327;4.7376;2.9538;3.4431;8.0265;3.2073;1.6571;3.7644;2.892;4.7356;5.2667;4.7429;2.6863;6.1686;5.8113;7.7772;8.324;5.2891;3.4828;3.2767;6.1925;6.6977;3.3001;1.4551;5.4941;5.8023;3.2713;4.1;4.4511;4.324;0.5498;8.3296;8.731
0;38.9671;2.7386;6.178;8.6952;7.8066;8.4654;6.8798;3.0842;3.2694;10.8679;3.5205;6.0072;5.1405;6.5092;4.9848;2.9065;3.4842;8.3872;3.5457;1.6287;4.0789;3.1025;4.7653;5.3408;4.961;2.9711;6.7942;6.3608;8.1003;8.7082;5.6238;3.8261;3.4975;6.227;6.7666;3.5447;1.5859;5.7252;5.9842;3.5516;4.1914;4.5036;4.6178;0.6215;8.6372;9.0368
0;38.0648;2.2033;5.3038;7.6016;6.9135;7.8249;6.4031;3.214;3.3553;10.116;3.182;5.4781;4.7479;6.1531;4.8664;2.9069;3.2548;8.0549;3.5899;1.646;3.6031;2.86;4.0447;4.4182;4.8802;2.8313;6.2947;6.155;7.4299;7.822999999999999;5.3759;3.4683;3.419;5.5932;5.9482;3.495;1.4736;5.1538;5.3346;3.4532;3.682;3.8732;4.6337;0.397;8.0804;8.3486
